date,max_temp,min_temp,avg_temp
2026-02-27,35.0,22.1,28.55
2026-02-28,35.2,23.0,29.1
2026-03-01,35.9,23.1,29.5
2026-03-02,35.7,23.4,29.55
2026-03-03,36.5,22.8,29.65
2026-03-04,36.1,23.3,29.700000000000003
2026-03-05,36.6,22.2,29.4
2026-03-06,37.6,21.8,29.700000000000003
